appid,name,release_date,price
809000,Art of Murder - FBI Confidential,2018-07-13,3.99
809020,ZeroRanger,2018-09-28,9.29
809040,Hummingz - Retro Arcade action revised,2018-04-20,2.89
809050,Detective Holmes: Trap for the Hunter. Hidden objects. 探し物,2018-03-23,1.99
809080,Nanoui,2018-03-21,5.19
809140,Cliff Empire,2018-04-26,5.99
809150,Tesseract VR,2018-05-02,0.0
809180,District 112 Incident: Bowling Alley,2018-05-09,0.79
809200,TRIGGERED,2018-04-27,6.19
809210,LifeZ - Survival,2018-03-29,7.19
809240,Vandals,2018-04-12,3.99
809250,BEKKOUAME,2018-04-11,0.0
809280,Grimmwood - They Come at Night,2018-08-02,11.39
809310,Sipho,2018-11-13,10.99
809320,Silent Tweets,2018-03-05,1.69
809330,Destiny of Light,2018-03-09,0.79
809340,Extreme School Driving Simulator,2019-02-06,1.69
809360,COSMIC SNAKE 8473/3671(HAMLETs),2018-05-23,7.19
809410,The Take,2018-04-01,7.19
809440,Protolife,2018-06-15,9.29
809450,❂ Hexaluga ❂ Witch Hunter's Travelling Castle ♉,2018-03-12,7.19
809460,Earth Muncher,2018-04-20,3.99
809470,Survivor Island,2018-03-08,0.79
809490,Infernales: Circles of Hell,2018-03-16,4.79
809500,Brazilian Root®,2018-10-30,7.19
809530,Hypergate,2018-12-20,9.29
809540,Mechs V Kaijus,2018-05-04,8.29
809570,Ignis Avis Venatio,2018-03-12,15.49
809580,RAMS,2018-09-20,3.99
809610,Yacht Simulator VR,2018-03-19,2.09
809680,Panzer Hearts - War Visual Novel,2018-04-25,0.0
809700,CubeRun,2018-03-16,1.69
809760,JungleShoot,2018-05-17,1.69
809770,DeerHunterX,2018-04-21,4.79
809780,TheGunRunner,2018-03-16,4.79
809790,Nightmare Simulator,2018-03-12,1.69
809800,TheWraithTrails,2018-04-03,4.79
809830,China VS Roman,2018-03-20,0.79
809840,Anime show 动漫时装秀,2018-06-22,13.99
809850,Sudoku Zenkai,2018-04-02,1.69
809870,Ninjin: Clash of Carrots,2018-09-04,11.99
809880,Degrees of Separation,2019-02-13,15.49
809890,Shining Resonance Refrain,2018-07-09,44.99
809900,Calvin Tucker's Farm Animal Racing,2018-03-09,2.09
809950,Asemblance: Oversight,2018-05-15,7.19
809960,Radical Heights,2018-04-10,0.0
810000,Manaya,2018-05-25,2.09
810020,Belle II in Virtual Reality,2018-03-05,0.0
810050,Starbucket,2018-03-20,5.79
810190,Zombie Town : Online,2018-06-04,6.19
810200,blue.,2018-03-21,0.0
810220,FAUCET VR,2018-03-07,1.69
810230,Traum,2018-03-19,0.0
810330,Fast Food Rampage,2018-04-26,2.89
810340,World of Islands - Treasure Hunt,2018-06-12,3.99
810360,Masters of Puzzle,2018-05-17,10.99
810420,Find the Gnome,2018-06-28,1.69
810450,The Idiot's Tale,2018-03-10,5.79
810460,Riverhill Trials,2018-04-12,0.79
810470,Black Dream,2018-07-06,3.99
810500,PowerBeatsVR,2019-04-18,15.49
810510,Welcome Back Daddy,2018-05-10,5.19
810540,Monsters Attack,2018-03-18,0.79
810550,Road of Destiny,2018-03-17,0.79
810570,FACE,2018-03-06,0.79
810580,Novas Las Aventurietas del Robercleiton: o Renascimento do TURBO,2018-03-08,1.69
810610,Mission Of Hero,2018-03-09,2.99
810630,Paint It Black,2018-03-20,2.09
810640,Radiis,2018-07-19,11.39
810650,The Next Day After Friday,2018-03-29,2.09
810660,The Office Quest,2018-05-24,6.19
810670,NALOGI,2018-03-17,1.69
810680,Zombie Murder,2018-03-12,1.99
810690,Colour Box,2018-03-09,0.0
810700,The Final Days: Blood Dawn,2018-03-07,6.19
810720,Zombie Murder Hell Arrives,2018-03-16,2.99
810730,Tanks!!!,2018-12-20,0.79
810740,Turtle Lu,2018-03-22,2.99
810760,Starman's VR Experience,2018-03-20,0.0
810770,Frog Demon,2018-12-11,9.99
810780,RAIN Project - a touhou fangame,2018-06-03,5.79
810800,Action Alien: Tropical Mayhem,2018-09-01,2.89
811080,Total Esports Action Manager,2019-04-02,7.19
811110,BlackSimulator,2018-08-31,2.09
811130,Forever Space,2018-03-07,0.0
811160,Game of Stones,2018-03-28,6.19
811240,Don't Stand Out,2018-05-31,9.29
811250,Content Creator Simulator,2018-03-09,0.79
811270,Impulsion,2018-07-19,10.29
811290,Project Pastorate,2018-05-31,2.09
811360,Archibald,2018-03-07,0.79
811440,Gripper's Adventure,2018-03-21,8.29
811450,Dongo Adventure,2018-12-06,2.09
811480,Geography Quiz,2018-03-13,3.99
811520,Infinite Fall,2018-12-20,0.79
811530,Demon robot runner,2018-03-10,0.79
811540,Amazon Rush,2018-03-06,0.79
811620,Organosphere,2018-04-27,13.0
811640,Divided: Soul Theft,2018-03-14,5.19
811680,The Old Kazulka,2018-03-07,0.79
811690,It's A Racing Game,2019-01-15,3.99
811720,Outbreak: The Nightmare Chronicles,2018-04-02,3.99
811800,MINT VR,2018-04-15,0.0
811850,Samba Shooter,2018-04-18,1.69
811860,Cross And Crush,2018-03-22,2.89
811870,Verlet Swing,2018-09-18,11.39
811900,Tidy Your Room Simulator,2018-03-12,1.99
811910,MRS SNAKE,2018-03-19,1.69
811950,Bloody Faerie,2018-09-28,1.69
812020,Elea - Episode 1,2018-09-06,8.99
812040,Shortest Trip to Earth,2018-10-09,15.49
812070,Project Nightmares Case 36: Henrietta Kedward,2018-06-01,10.29
812090,RAW FOOTAGE,2018-08-15,0.0
812100,Blake and Mortimer: The Curse of the Thirty Denarii,2018-03-06,1.69
812110,Alice in Wonderland - Hidden Objects,2018-03-06,1.69
812140,Assassin's Creed® Odyssey,2018-10-05,49.99
812170,Parkland,2018-06-01,2.09
812180,Intro Maker,2018-03-26,3.99
812190,Miasma Caves,2019-01-23,15.49
812390,Torimodosu,2018-03-21,5.19
812410,Dimension of Monster Girls,2018-04-13,3.99
812430,Touch the devil VR(おさわり魔王VR),2018-03-26,3.99
812450,The m0rg VS keys,2018-03-29,0.79
812460,Air Raid Over Britain,2018-03-22,0.0
812550,The King's Bird,2018-08-23,15.49
812560,CROSS†CHANNEL: Steam Edition,2018-03-27,7.19
812580,Chop It,2018-09-17,7.19
812740,The Plus Point,2018-03-15,2.09
812770,Lunapark VR,2018-03-09,1.69
812800,Viki Spotter: School,2018-03-13,1.69
812850,Outline,2018-03-23,0.99
812860,Genius Calculator,2018-03-23,0.99
812900,Bump Bump Bump,2018-08-09,2.89
812930,Strategic Command Classic: WWII,2018-04-17,11.39
812940,Dear Leader,2018-04-20,2.89
812960,Guilds Of Delenar,2019-03-22,11.39
812980,POSTWORLD,2018-08-31,15.0
813020,Broken Ties,2018-04-13,3.99
813030,Reverie - A Heroes Tale,2018-03-21,2.09
813110,Paralines The Last paladin,2018-06-06,6.19
813150,Elevator Ritual,2018-03-18,2.09
813170,Don't Pray To Satan,2018-04-19,5.19
813240,Grim Town: Battle Tales,2018-03-21,3.99
813250,Unicorn Dungeon,2018-05-24,3.99
813260,Vector Born,2018-04-07,0.79
813280,Sky Hawk,2018-03-28,2.09
813290,This Child Of Mine,2018-03-12,0.0
813300,CODE CRACKER 代码破译者,2019-03-25,6.19
813310,Outsider Strategist～異世界で軍師になる～,2018-03-29,14.49
813360,Space Duty,2018-03-21,3.99
813370,การิน ปริศนาคดีอาถรรพ์ the game : ตอนพิธีเปลี่ยนชีพ,2018-06-13,8.29
813440,DrillsVR,2018-06-28,0.0
813450,Barbearian,2018-08-14,11.39
813530,FPV Freerider Recharged,2018-03-17,8.49
813540,Scheming Through The Zombie Apocalypse: The Beginning,2018-06-08,3.99
813580,Stickman Backflip Killer zone,2018-03-19,0.79
813590,Solas and the White Winter,2018-04-13,7.19
813630,Supraland,2019-04-05,15.49
813650,Runefall,2018-06-06,7.19
813700,Sakura Sadist,2018-05-25,7.19
813730,Fleet Star V,2018-10-22,4.79
813820,Realm Royale,2018-06-05,0.0
813920,oldTail,2018-05-03,3.99
813930,Revoke,2018-07-25,15.49
813970,Urban - Episode 1,2018-06-28,1.99
814010,Ball Driver,2018-03-30,0.79
814020,Quickshot,2018-03-12,2.09
814030,Queen's Quest 4: Sacred Truce,2018-04-26,11.39
814140,Nuclear 2050,2018-04-11,3.99
814190,Digital Runner,2018-03-26,0.79
814200,Simple Story - Alex,2018-03-22,0.79
814210,搜索·迷城掠影/The phantom of the city,2018-12-04,1.69
814300,Pigeons Attack,2019-02-21,3.99
814310,ABYSS,2018-10-07,2.15
814340,Ghoststory,2018-06-21,1.69
814380,Sekiro™: Shadows Die Twice,2019-03-21,49.9
814420,TetraLogical,2019-03-04,3.99
814480,Mini World: Block Art,2018-04-27,1.69
814510,1248,2019-03-06,2.09
814540,Changed,2018-04-04,4.79
814570,The Great Escape,2018-04-13,2.89
814580,Where Time Stood Still,2018-04-13,2.89
814590,Caveman Stories,2018-11-23,2.89
814600,Tunnel B1,2018-04-13,5.19
814610,Last Rites,2018-04-13,5.19
814620,Central Intelligence,2018-04-13,3.99
814630,ELF,2018-04-13,3.99
814640,Sleepwalker,2018-04-13,3.99
814650,Pushover,2018-04-13,3.99
814660,The Unintended Consequences of Curiosity,2019-03-22,5.79
814700,Larkin building by Frank Lloyd Wright,2018-05-26,0.0
814710,The Rhys510 Flash Back,2018-03-26,1.5
814770,Duder,2018-03-13,5.0
814870,Monads,2019-02-15,7.19
814890,BoxEngine,2018-03-18,0.79
814900,三国虎将传VR-Sanguo Warriors VR,2018-09-26,3.99
814920,Sol705,2018-03-16,0.0
814960,Blackbox,2018-03-24,0.0
814990,Super X Chess,2018-10-24,5.49
815000,Tardy,2018-03-08,5.19
815010,Relaxicon,2018-03-19,3.99
815030,SKULL FEAST,2018-09-13,0.0
815070,The Adventurous Four,2018-03-22,2.89
815080,Hot Mars 69,2018-03-12,0.79
815150,Knight Bewitched,2018-04-18,3.99
815170,Zombie World,2018-06-01,11.39
815210,Tiny-Tasy Town,2018-10-15,9.29
815240,Forest Harvester Simulator,2018-03-19,5.19
815250,Magic League,2018-04-30,2.89
815260,Lords of Kingdoms,2018-06-15,0.0
815280,Crooked Waters,2018-07-13,15.49
815290,Guards of the Gate,2019-01-30,7.19
815320,Catify VR,2018-06-28,3.99
815360,Stick War: Castle Defence,2018-03-16,5.79
815370,Green Hell,2018-08-29,15.49
815390,Psi Cards,2018-03-19,0.79
815420,Bomb Hunter MT,2018-04-03,1.69
815440,Time Transit VR,2019-02-26,27.79
815450,Cardinal Cross,2018-07-09,9.29
815480,Ratergy,2018-03-30,2.09
815540,Awakening: The Skyward Castle Collector's Edition,2018-03-09,7.19
815550,Surface: Alone in the Mist Collector's Edition,2018-03-07,7.19
815560,Dead Reckoning: The Crescent Case Collector's Edition,2018-03-12,7.19
815570,Witches' Legacy: Hunter and the Hunted Collector's Edition,2018-03-28,7.19
815580,Dark Parables: Return of the Salt Princess Collector's Edition,2018-03-16,7.19
815620,Cyber Escape,2018-03-29,2.09
815630,Majula Frontier,2018-09-19,11.39
815660,Lucie,2018-03-20,0.0
815730,Swingy Sword,2018-03-26,0.79
815780,PIPE by BMX Streets,2018-03-15,7.19
815800,Infecto,2018-04-13,3.99
815830,Space Escape!,2018-03-26,1.69
815840,Sword Mans,2018-03-30,7.19
815860,Reframed,2018-04-27,2.09
815950,Chocolate makes you happy 4,2018-03-14,0.79
816020,JUMP FORCE,2019-02-14,49.99
816030,Alice Must Find The Key To Escape (Hidden Objects),2018-03-26,3.99
816060,Kingdom Clicker,2018-03-30,0.79
816080,Ultimate Select Hero / 究极勇者的选择传说,2018-05-02,1.69
816090,Space Hulk: Deathwing - Enhanced Edition,2018-05-22,34.99
816120,First Winter,2018-05-08,2.89
816150,Hardway Party,2018-10-05,3.99
816160,Score a goal 2 (Physical football),2018-03-16,7.9
816170,Spectrubes Infinity,2018-04-20,2.09
816180,Zhmyshenko Valery Albertovich,2018-04-26,0.79
816190,Draw It!,2018-04-28,1.69
816200,Planet Assault,2018-03-23,1.99
816210,The Balcony,2018-03-26,2.89
816220,Analistica Academy,2018-04-06,5.79
816240,Build Wars,2018-04-20,0.0
816250,JQ: dogs & cats,2018-03-20,0.79
816260,Store Simulator 2018,2018-03-30,0.79
816270,Sounds of Verity,2018-03-27,3.99
816280,Amora,2018-06-08,1.69
816330,The Council of Hanwell,2018-03-14,5.79
816340,Kingdom Rush Origins,2018-10-17,11.39
816350,The Flood,2018-03-30,0.0
816380,Crazzers,2018-03-18,2.09
816400,Questlike,2018-03-29,3.99
816410,Go Go Poncho!,2018-03-26,2.89
816490,Hidden Paws,2018-03-22,2.09
816500,Micro Pico Racers,2018-04-19,1.69
816550,Gallows,2018-07-11,1.69
816580,LOVE Obsession,2018-05-06,9.29
816590,FinalFire,2018-05-09,0.0
816610,HandyCopter,2018-03-16,3.99
816630,Monkey King: Master of the Clouds | 中華大仙,2018-09-14,3.99
816650,Armor Contest,2018-05-22,0.79
816660,High Speed Trains,2018-03-27,7.19
816670,Slayer Of Traitors,2018-05-13,0.79
816710,Gray Cat,2018-05-08,2.89
816720,Bugs Must Die,2019-04-05,9.29
816730,HeadON!,2018-03-30,7.19
816740,Segment,2018-04-25,3.19
816750,Travildorn,2018-03-25,3.19
816760,Stickman: Fidget Spinner Rush,2018-04-06,1.01
816770,The Four Colour Theorem,2018-03-26,0.99
816810,Unlight:SchizoChronicle,2018-05-21,0.0
816830,Varius,2018-06-01,1.69
816840,Night of the Shrub Part 1,2018-04-03,1.69
816870,Kill 'Em All,2018-05-31,2.09
816890,Perspecto,2018-06-06,2.09
816920,Coastiality,2018-05-14,7.19
816930,Production Sound / 产声,2018-03-20,0.79
816990,Dead Dust,2018-03-21,1.69
817110,Bitcoin VS Brain,2018-03-15,0.79
817120,HAMMY,2018-03-20,3.99
817130,WWE 2K19,2018-10-08,39.99
817150,Factory pirates,2018-08-24,0.79
817160,Scary defense,2018-04-24,1.69
817190,Next 3,2018-04-03,0.79
817200,Nautical Life,2018-04-06,5.19
817220,The Forestale,2019-04-11,3.99
817230,Acid Spy,2018-06-08,7.19
817250,Kill Him! Online Wars,2018-06-08,2.89
817360,The Outer Rim: Survivor,2018-04-03,0.0
817370,Marching Simulator,2018-07-29,0.0
817390,Age of Giants,2018-04-16,1.69
817410,SushiParty,2018-04-25,3.99
817440,AngelShooter,2018-05-04,3.99
817460,Sea Dogs: Caribbean Tales,2018-03-15,9.29
817470,ToaZZle,2018-03-20,3.99
817490,Viki Spotter: Around The World,2018-03-16,1.69
817510,Golfing Over It with Alva Majo,2018-03-28,3.99
817530,Mercury Race,2018-11-30,5.79
817580,PHEER,2018-03-24,0.79
817620,Gingerbread Story,2018-03-22,3.99
817630,Island Tribe 3,2018-03-22,3.99
817640,Adelantado 4 Aztec Skulls,2018-03-22,3.99
817650,Bunny Hop,2018-03-21,0.79
817660,Soul Smith of the Kingdom,2018-05-03,5.19
817680,Real Drift,2018-08-31,1.69
817710,vridniX,2018-08-16,7.19
817720,Cricket Captain 2018,2018-07-13,9.99
817760,The Castle Disaster,2018-04-01,0.79
817770,30 Seconds To Jail,2018-05-04,2.09
817820,"The ""Quiet, Please!"" Collection",2018-03-30,3.99
817860,Perceptions of the Dead 2,2018-06-14,5.79
817950,Naturallandscape - Three Gorges (自然景观系列-长江三峡),2018-03-16,3.99
818030,Alicia Quatermain 3: The Mystery of the Flaming Gold,2018-12-19,2.09
818050,Wormster Dash,2018-10-01,1.69
818060,Super Saurio Fly: Jurassic Edition,2018-04-12,6.89
818070,Draoi,2018-09-27,15.49
818080,Crazy Road,2018-03-21,0.79
818140,Stay Safe,2018-05-22,15.49
818150,Retro Hacker,2018-08-13,7.19
818210,Indie Pogo,2018-07-10,11.39
818220,Fatal Stormer,2018-04-04,7.19
818290,Tiny Mage,2018-03-20,0.79
818320,LEGO® The Incredibles,2018-06-15,34.99
818350,TENKYU,2018-03-28,2.09
818380,Seasonal Soccer,2018-03-20,4.49
818400,STARWAY VR,2018-12-19,7.19
818410,Space Hole 2018,2019-01-23,2.89
818430,BurningBridges VR,2018-04-26,3.99
818440,Forgotten Places: Lost Circus,2018-03-22,1.99
818480,Eternal Man: Mountain,2018-04-06,0.79
818500,Colorzzle,2018-08-10,1.69
818530,8 Ball,2018-03-25,0.79
818570,Zombie Desperation,2018-03-22,0.79
818590,Nano Nebula,2018-11-02,11.39
818610,The Great Gaias,2018-06-22,23.79
818620,Music Boy 3D,2018-03-29,0.0
818640,Alien Invasion 3d,2018-03-21,1.69
818650,Evil Cogs,2018-03-28,3.99
818670,Save Snegurochka!,2018-04-26,6.19
818730,Tower climber,2018-03-22,0.79
818760,Woodways,2018-04-02,3.99
818780,Scrunk,2018-07-12,0.0
818790,Stunt Hill,2018-03-25,1.69
818800,Merrily Perilly,2018-09-27,2.89
818830,Asteroid Deflector XL,2018-03-23,0.79
818860,Beyond the Sky,2018-11-14,10.99
818890,Box Maze Extreme,2018-07-05,0.79
818940,Oakwood Academy of Spells and Sorcery,2018-03-26,10.29
818950,Space Slingshot VR,2018-04-03,5.79
818960,TAYAL,2018-10-09,4.49
818990,Hotel Spring,2018-04-13,2.89
819020,Zanki Zero: Last Beginning,2019-04-09,49.99
819060,Red Rover,2018-06-18,3.99
819070,The Unknown City (Horror Begins Now.....Episode 1),2018-07-06,7.19
819080,Moto Racing 3D,2018-04-03,3.99
819160,Aliens Are Rude!,2018-10-10,0.79
819210,The President,2018-05-07,5.79
819220,Yuso,2018-07-05,5.99
819230,Gothicc Breaker,2018-03-28,1.69
819280,ZAMB! Endless Extermination,2019-01-16,2.09
819330,Quaddro 2,2018-03-29,1.69
819400,When Wardens Fall,2018-08-24,15.49
819470,Trainpunk Run,2018-03-23,2.89
819480,Pizza Titan Ultra,2018-04-25,9.29
819500,Fear The Wolves,2019-02-06,16.99
819560,TurbOT Racing,2018-04-13,0.79
819630,Basketball Classics,2018-04-17,7.19
819640,Crypto Quest,2018-03-30,2.09
819650,Bitcoin,2018-11-12,0.79
819740,Deadly Delivery,2018-06-20,5.19
819790,Laplace：拉普拉斯的神子,2018-10-02,0.0
819800,Untouchable,2018-05-20,2.89
819870,7 Days in Dream 光尘,2018-05-14,2.09
819880,SShield Reborn,2018-03-23,2.09
819910,Billionaire,2018-03-28,0.79
819940,Rum Ram,2018-03-31,5.79
819950,Archer's story,2018-04-13,0.99
819960,Resynth,2018-09-27,4.79
819990,Peccator,2018-04-13,2.99
820030,Picross Fairytale - nonogram: Red Riding Hood secret,2018-06-19,3.99
820040,Picross Fairytale: Legend of the Mermaid,2018-08-01,3.99
820090,Solitaire Knights,2018-04-05,0.0
820170,CRAZY MAZE,2018-04-06,1.69
820190,FORWARD,2018-05-01,0.0
820210,Ashi Wash,2018-04-30,2.09
820240,Save One More,2018-05-30,4.79
820250,Trial of the Gods,2018-06-01,15.49
820300,Crypto Girl The Visual Novel,2018-03-21,4.79
820310,Truth Of Falchion,2018-07-26,2.89
820320,Word Typing Game,2018-04-05,0.79
820380,Russian Prisoner VS Nazi Zombies,2018-03-21,0.79
820400,Shrouded in Sanity: Freebirth,2018-03-23,0.0
820480,Dead Shot Heroes,2018-12-20,7.19
820500,Tisnart Shapes,2018-03-26,2.89
820510,Camp W,2018-07-25,10.29
820530,Stardust VR,2019-04-11,6.19
820580,Ashley: The Story Of Survival,2018-04-13,2.89
820600,ReThink | Evolved 2,2018-04-09,7.19
820610,Ages of Mages: The last keeper,2019-02-13,9.29
820620,Spooky Ghosts Dot Com,2018-08-03,3.99
820640,Aqua Lungers,2018-05-18,5.79
820660,Future City Coaster,2018-03-29,1.69
820680,HIGHER GROUND,2018-07-25,6.99
820690,ZYTERNION,2018-04-06,3.99
820700,Free road,2018-04-24,0.79
820710,Mogic,2018-04-02,0.79
820730,Adventure of a Lifetime,2018-04-26,10.29
820750,Cryptocurrency Clicker,2018-04-06,1.69
820760,Tactics & Strategy Master:Joan of Arc,2018-04-09,3.99
820770,女装妹妹从没少过麻烦,2018-04-25,1.69
820790,FEAST: Book One «Family Ties»,2018-04-04,0.0
820830,The famous diver,2018-03-22,2.09
820840,PRE:ONE,2018-04-24,7.19
820880,Helping Hand,2018-07-26,6.19
820890,Blood Bond - Into the Shroud,2019-02-27,19.49
820900,Ceress and Orea,2018-04-20,1.69
820910,Last Resort Island,2018-06-28,6.19
820950,Boltzmann Brain,2018-04-06,1.69
821060,Desktop Mascot Engine,2018-05-09,2.09
821100,The Protocons,2018-04-10,6.19
821120,Poopy Philosophy,2018-11-23,0.79
821180,Reliefs,2018-09-07,15.49
821190,Minitime,2018-05-08,5.79
821230,Drink 'Em,2018-10-12,7.19
821260,LIGHT,2018-04-05,0.79
821320,SPAGHET,2018-04-13,1.69
821330,Mob War,2018-04-04,1.69
821360,Wallrunners,2018-10-11,3.99
821370,MLB Home Run Derby VR,2018-04-26,15.49
821390,Achievement Lurker: Another one bites the dust,2018-04-26,1.69
821400,Packed Train,2018-07-26,1.69
821410,Yafti,2018-04-12,2.09
821480,Space Flowers,2018-04-06,7.19
821500,Ria's Hook,2018-04-04,2.09
821520,Trivia Vault: Boxing Trivia,2018-03-24,9.99
821550,The Dreamlands: Aisling's Quest,2018-04-10,3.99
821560,螢幕判官 Behind the Screen,2018-04-03,7.99
821570,Lethal Lawns: Competitive Mowing Bloodsport,2018-03-30,3.99
821610,My Sunny Resort,2018-05-03,0.0
821640,Floor Kids,2018-05-16,15.9
821670,Horse Farm,2018-07-17,0.0
821680,Military Operations: Benchmark,2018-06-21,0.0
821720,20.000 Leagues Under The Sea - Captain Nemo,2018-03-15,1.69
821730,ShineG In Future Factory,2018-09-14,5.19
821790,Who Am I: The Tale of Dorothy,2018-04-16,2.09
821800,ADR-Labelling Game,2018-04-12,421.99
821810,Endless Fun The battle for peanuts,2018-05-31,0.79
821850,Old Factory,2018-03-26,0.99
821860,Secret Laboratory,2018-03-27,0.99
821890,Steven Universe: Save the Light,2018-08-13,19.49
821910,Tower Defense Sudden Attack,2018-03-26,0.99
822040,Super Volley Blast,2018-11-01,8.99
822070,SAS VS Zombies,2018-03-23,0.79
822110,Magika Land of Fantasy,2018-04-05,0.0
822130,Flynn and Freckles,2018-09-07,11.39
822140,Glaive: Brick Breaker,2018-04-26,4.79
822150,WAY HOME,2018-04-06,1.69
822190,Little Bug,2018-09-25,7.19
822240,Animal Jam - Play Wild!,2018-12-11,0.0
822250,GL1TCH,2018-03-28,0.79
822440,You Are The Apple Of My Eye 研磨时光,2018-05-04,1.69
822450,EXE: Mainframe,2018-11-19,4.79
822460,Trivia Vault: Auto Racing Trivia,2018-03-28,9.99
822470,属性与生活,2018-09-25,0.79
822510,Struggle For Survival VR : Battle Royale,2018-04-24,15.49
822530,Pukan Bye Bye,2018-03-27,1.69
822540,Escape From Tethys,2018-07-12,3.99
822550,2DGameManias Taken,2018-05-04,1.69
822600,Bitcoin Minia,2018-03-23,0.79
822640,Squids Odyssey,2018-09-05,11.39
822650,Typical Nightmare,2018-08-21,7.19
822680,Eternal Man: Jump,2018-04-26,0.79
822700,Beer and Skittls VR,2018-03-29,1.69
822720,The Amazing Bernard,2018-04-11,3.99
822740,FlappyU VR,2018-04-18,1.69
822750,Try to seize me,2018-04-17,1.69
822760,Fureraba ~Friend to Lover~,2018-05-04,23.79
822770,The Secrets of The Forest,2018-04-07,3.99
822810,Velvet Guard,2018-03-30,3.99
822830,Ouroboros,2018-05-25,3.99
822840,METAL,2018-03-30,5.79
822870,Diary of Defender,2018-07-11,11.39
822900,Trivia Vault: Golf Trivia,2018-03-29,9.99
822910,Mortal Squad: Portal to Hell,2018-04-17,2.89
822920,Ellen,2019-02-15,7.19
822930,Wolf Tails,2018-05-04,7.19
822940,Tori,2018-04-19,0.0
822970,BLOCK CAT SPACE GOLF,2018-06-15,1.69
822990,Spinnortality | cyberpunk management sim,2019-02-01,9.99
823040,Griefer,2018-04-20,0.79
823100,Peace Duke,2018-03-26,2.09
823130,Totally Accurate Battlegrounds,2018-06-05,3.99
823160,Knife Hit Dash,2018-04-07,2.89
823280,STE : Save The Earth,2018-04-02,2.09
823290,Pokka Man,2018-04-02,1.69
823310,Alchemy Classic,2018-10-27,3.99
823330,Marginal act,2018-03-27,1.69
823340,Round Mars,2018-03-27,0.79
823360,Sloppy Goat,2018-03-29,2.89
823370,Lucky VS Aliens,2018-04-06,0.79
823420,Erinye Demo,2018-04-07,0.0
823470,Glitchball,2018-04-24,0.0
823510,Precision Sniping: Competitive,2018-03-27,1.69
823530,Aesthetic Arena,2018-04-20,0.79
823550,Booty Calls,2018-09-18,0.0
823580,Isoland 2 - Ashes of Time,2018-05-01,2.09
823600,Battle Brawlers,2018-06-18,0.0
823610,Dungeon Of Dragon Knight,2019-01-22,12.39
823640,Gnomes Garden Lost King,2018-06-11,3.99
823670,HYKEE - Episode 1: Underwater,2018-04-13,0.79
823690,VR TOON Help Me (살려주세요),2018-08-27,4.79
823700,AUTOCROSS MADNESS,2018-04-13,2.89
823710,Who's in the Box?,2018-04-13,2.89
823730,Oscillatron: Alien Frequency,2018-04-16,2.89
823740,Freedom March: Rebel Leader,2018-04-28,2.89
823770,Labyrinths of Atlantis,2018-03-27,0.79
823800,Kitty Play,2018-08-30,2.09
823830,Frightened Beetles,2018-05-11,0.0
823840,Macrotis: A Mother's Journey,2019-02-08,7.19
823900,Float,2018-11-21,4.79
823920,Kawaii Rainbow Portal,2018-03-27,0.79
824070,Objects in Space,2019-03-01,19.49
824170,Relic Raiders,2018-10-26,0.0
824190,Achievement Clicker 2019,2018-04-13,0.79
824200,The Bell Chimes for Gold,2018-04-06,7.19
824250,BitBreaker,2018-05-15,0.79
824270,KovaaK's FPS Aim Trainer,2018-04-03,7.19
824290,Fallingcers,2018-03-30,3.99
824300,Dragon Awaken,2018-10-03,0.0
824400,Havoc in heaven,2018-04-17,2.89
824450,Blockchain Tycoon,2018-08-08,7.19
824460,HELLFRONT: HONEYMOON,2018-12-19,8.49
824470,My Maid Girlfriend,2018-09-03,7.19
824520,Nobody Knows,2018-04-03,1.69
824580,The Last Tower,2018-03-28,0.79
824620,Jolly Battle,2018-07-27,0.79
824640,The Witch's Apprentice: A Magical Mishap,2018-06-10,7.19
824710,Crimson Defense,2018-04-13,0.79
824720,Pure Rock Crawling,2018-04-11,11.39
824760,Fighting Fantasy Legends Portal,2018-07-11,5.19
824880,Charlotte,2018-04-09,0.0
825000,Temptation,2018-03-29,2.89
825080,Dragonward,2018-04-07,1.69
825110,Space Drift Squad,2018-08-01,0.79
825170,Porcuball,2018-04-18,0.0
825240,Elude,2018-04-06,0.79
825300,To Trust an Incubus,2018-11-22,15.49
825310,Dude Simulator 2,2018-07-27,3.99
825320,CyberRebeat -The Fifth Domain of Warfare-,2018-08-24,7.19
825350,Downhill Deceits,2018-04-02,0.79
825370,A Bloody Party,2019-01-24,3.99
825410,Lazy Devil's game life /废宅魔王的幸福生活,2018-03-30,0.79
825450,Type,2018-04-04,0.79
825480,ELDR  LEGACY,2018-06-29,2.09
825490,Crazy Science: Long Run,2018-04-17,2.89
825500,Dead Ground:Arena,2018-09-03,11.39
825580,Grotoro,2018-06-12,0.0
825600,Fajoce,2018-04-12,3.19
825610,Viking's drakkars,2018-03-30,0.79
825620,M.I.N.D.,2018-05-23,0.79
825630,STEINS;GATE 0,2018-05-08,27.79
825930,Royal Battleships,2018-04-06,2.13
825970,The Mystery of Devils House,2018-05-11,0.79
826000,Masked Forces 3,2018-07-19,3.99
826010,JQ: chemistry,2018-04-09,0.79
826020,Zombie Teacher,2018-05-15,1.69
826030,BrainPower,2018-04-02,3.99
826040,Sacred Stones,2018-07-23,7.19
826100,Find someone else,2018-04-06,0.0
826130,Pilferer,2018-03-30,0.79
826160,ButcherBoy,2018-07-11,0.79
826170,Laser Ball,2018-03-30,1.69
826180,EONIA,2018-05-24,11.39
826230,CONCLUSE,2018-06-29,0.0
