appid,developer
760970,Corrosive Studios LLC
760990,waterxmelon
761000,Mister-Slam
761030,Snowcastle Games
761040,Nylon Blonde
761070,Träumendes Mädchen
761100,XiNFiNiTY Games
761110,XiNFiNiTY Games
761130,XiNFiNiTY Games
761150,Tapio Holopainen
761170,Benjamin Soulé
761170,Mathieu Leyssenne
761170,Yoann Laulan
761190,WalkBoy Studio
761220,Live the VR
761280,Harry Gill
761290,Seth Johnson
761300,"SMONCH, LLC"
761310,Onlyjoy`s production
761320,Oscar Celestini
761330,Grizlikyt
761410,Falco Software
761420,Falco Software
761430,Falco Software
761440,"Nikita ""Ghost_RUS"""
761460,Grundislav Games
761480,Phil Fortier
761570,Dwarfaparte
761600,"CAPCOM CO., LTD"
761620,Warm Lamp Games
761630,Snkl Studio
761640,Starodymov
761660,Starodymov
761670,Frontwing
761700,Cube
761700,DMM GAMES LLC.
761760,underDOGS Gaming Private Limited
761790,Big Blue Studios
761880,Studio Axiom
761890,Sandbox Interactive GmbH
761910,Team Jolly Roger
761930,Latent Studios
762030,House Pixel Games
762080,FreezeNova
762110,Taco Truck Games
762120,Invisible Man
762130,APG Studios LLC
762190,Macrales Studio
762240,Wildwood Game Studios
762270,Gigafun Ltd.
762360,GamesByLD
762380,Eutopia Studios
762480,ChaoYe Liu
762490,Door Z Studio
762500,Pauline Game
762520,Brave Giant LTD
762560,Rockgames
762590,Brinemedia
762610,Spooky Squid Games Inc.
762630,Team-Jungle
762650,Evil Bite
762670,Mutant Entertainment Studios
762680,Inwave Labs
762850,S.A. DigiWorks
762860,Nicholas Likiardopoulos
762860,Daniel Likiardopoulos
762860,Martin van Stipdonk
762900,Null Reference Games LLC
762930,minori
762950,Default Software LLC
762980,Resurgam Studios
763010,Vertexity Studio
763050,ARES Inc.
763070,FurGoldGames
763090,Starodymov
763200,Andrew Augustine
763200,Zach Augustine
763200,Alex Bade
763210,Pjural
763230,Wooden Shoes Games
763250,Dan Smith Studios
763270,ChessBase GmbH
763290,Amrita Studio
763300,hede
763320,Chadams Studios
763350,Dribble Games
763360,Mikhail Melnikov
763380,RadicalHyena
763400,BadCat Studios
763410,Doborog Games
763430,Fantahorn Studio
763490,Salsawi
763520,Red twice potato
763540,Sly
763610,KevinTheWolfy
763630,广州虚拟动力网络技术有限公司
763650,Rocket Tiger Studios
763680,Glass Temple Games
763700,TSS Studio
763720,Yui-HG
763730,Prime Time Studio
763740,Zloy Krot Studio
763750,IIIDA Interactive
763760,For Kids
763770,For Kids
763790,sumalab
763810,Speed Potion
763870,Jean-Sébastien Nouveau
763910,Silver Cow Studio
763930,Choice of Games
763950,Choice of Games
763970,Assemble Entertainment
764010,Mysterytag
764030,Aleksandr Golovkin
764050,"Gunpowder Games, LLC"
764090,SHARKBOWL GAMES
764110,Improbable Industries
764180,Hardytier
764230,Shoujo City Developer
764240,Foxie Games
764280,Mad Unicorn Games
764300,WayForward
764370,"Mantis-Eye Labs, LLC"
764390,Zack Garrett
764410,Patrick O'Connor
764410,Joshua Suskalo
764410,Christian Hall
764410,Arthur Parker
764410,Dorsey Ledger
764410,Natalie O'Connor
764410,Landon Creech
764410,Nathan Andre
764410,Cassandra Doeinck
764410,Nicholas Kovacevich
764430,Windward_Birds
764470,GooDCrafter
764490,Starodymov
764500,VergeXGamer
764510,Veslo Games
764550,BoomBox
764560,Blender Games
764570,Wallflower Games
764580,Tellurion Mobile
764590,Stately Snail
764670,Akella
764720,Blot Interactive
764780,Altabestudio
764790,Sabotage
764830,Legacy Productions
764870,Filip Kostin
764880,'What Day is it?' Games
764890,Jolly Crouton Media Ltd.
764920,Snail Games USA
764970,Kresimir Cvitanovic
765010,kelkk
765030,Mescaline's Wings
765040,Tulaboev Ikhvolbek
765060,play.HEART games
765100,Iriya72
765140,Spreadable Fruit
765160,SPECTRUM GAMES
765170,Delirio
765180,Korovkin Nikita
765180,Filatov Igor
765180,Lagunov Roman
765180,Kristian Shatov
765200,Esbol Amirov
765210,Lizard Hazard Games
765230,Crealode Games
765240,Rohit Joshi
765250,Idyl
765260,Serializefield
765290,AFF Dev Team
765300,G. Malta
765320,Ghulam Jewel
765350,Ludo Land
765360,BIG WOOD GAMES
765370,F-Games
765380,Hot Dogs Studio
765390,Ruaz.404
765400,morojenoe's empire
765410,SOG
765460,视趣互动
765470,Alina Digital
765490,Jason Hein
765530,Kadir Demiroğlu
765560,Kerry Batts
765570,ARLOOPA Inc.
765590,Jhomas
765610,LuteGames
765620,Ben Lovegrove
765630,Carlos
765640,"Ryu Productions Co., Ltd"
765690,Alawar Friday's Games
765710,"FAT BOMB STUDIOS, LLC"
765730,Colossus Interactive
765770,Alawar Stargaze
765780,Little Smart Planet
765790,Joyo Games
765840,Assemble Entertainment
765850,Assemble Entertainment
765860,Assemble Entertainment
765870,CrazyBunch
765880,White Paper Games
765890,Assemble Entertainment
765900,Assemble Entertainment
765910,Assemble Entertainment
765940,Enter Name Here
765950,Rithm Gaming
766000,FIFTYTWO
766010,Fabraz
766040,Sky Ship Studios
766070,BrokenMemoryGames
766090,CelleC Games
766110,Future Lighthouse
766280,CreSpirit
766280,Storia
766280,Narrator
766320,inXile Entertainment
766370,Techland
766420,Soiree Games
766430,He Zhengchun
766460,Peter Turcan
766500,Sergio Castillo
766530,TSS Studio
766560,凝冰剑斩
766570,Russian Fishing
766600,sakastudio
766620,Grizzly Wolf Games LLC
766630,Prime Games
766650,dfree
766700,YAOYICHEN
766730,Volha
766740,OCP
766740,Yuri Chuchmay
766780,Moda Code Games
766850,ETGgames
766920,Akakiy Petrushkin
766940,Astronomic Games
767030,Ripknot Systems
767050,Laush Studio
767100,AL-GAME
767110,Kawaii VR
767130,ErosVR
767170,Lev Gogol
767200,Unico Game Studio
767240,Tony Wang
767300,IronZog
767310,Cankut Keskin
767330,Robert Cardona
767360,Render Cube
767390,Bigmoon Entertainment
767400,彼岸领域
767420,upjers
767460,CASGames
767500,Valera Entertainment
767560,Pixonic
767590,Oscar Ortigueira López
767590,OrtiGames/OrtiSoft
767600,"Sochnoslivka, Luis Zuno"
767680,GoshFather
767690,Cloudhead Games ltd.
767810,"AmazeVR, Inc"
767840,Digital Software
767870,Vinicius Weiler Neves
767910,LB
767930,Wazen
767960,Daniel Jonas
767970,Bad Bird Studios
767980,Multi_ChoiceGames
768020,魂动天下
768060,Tero Lunkka
768060,BlackThug
768100,Gizmo VR LTD
768110,Lucid Dream Studio
768130,bidmei
768170,EcoGames
768270,Robert Wolff and Knut Müller
768290,DigiMight
768300,DarkDes Labs
768310,TheDreik
768370,e-visualsoft
768470,Primeval Software
768480,ERE Informatique
768480,Infogrames
768510,hallunazigames
768540,Arcupion Art
768550,Seven Wolves Studio
768570,Qucheza
768580,Stephen Lawrence Clark
768590,Kasulo Game Studio
768640,Wyatt Yeong
768640,Seth S. Scott
768740,Games-Up
768750,Gem Rose Accent
768750,Corentin Derbré
768770,IndustrialVR LLC
768800,RewindApp
768820,Fire Tap Games
768840,Bacq Stellan
768880,Copperpick Studio
768990,Zenz vR
769020,DPAD-FTW
769030,ijal Studio
769060,Dmitry Petyakin
769060,Aleksandr Eronin
769080,Hexagons Studio
769110,Fabio Cunha
769150,Boogygames Studios
769160,Quack Games
769200,Bug-meister production
769220,Lorenzo Games
769220,Michael L. Fiorentino Gutierrez
769320,Jomjak Tangnopakoon
769330,Riviysky
769340,Tero Lunkka
769360,Reglest5 Games
769370,Classic Game Software
769390,Chickenpig Software
769410,Baronnerie Games
769420,SpielmannSpiel
769440,OnBlind
769540,MZ Games
769580,Chesstar Studios
769590,bones
769590,Uwen Peng
769630,studio wasp
769640,oneIMMERS
769680,Firedog Creative Company Limited
769690,Shoho Games
769730,Snap Finger Click
769840,slampunks
769910,Four Winged Studio
769920,Pavel Kostin
769930,Beard Wizard
769930,Coredump
769940,UA Games
769950,Starni Games
769970,Desert Fox
769980,Three Guys Game Studio
770020,4ShawGames
770050,Trederia
770070,Whiskeybarrel Studios
770090,Jak Wilmot
770100,Handelabra Games Inc.
770110,Charm Games
770120,Michael Cox
770160,Sean Reilly
770200,Zachary Canann
770200,Matt Bucci
770200,Nathan Lewis
770240,Konami Digital Entertainment
770270,Shanghai Lusion Computer Software Co. Ltd.
770320,Donley Time Foundation
770350,azimut team
770360,"Know Such Luck, LLC"
770370,Tuomo Laine
770380,Stegalosaurus Game Development
770400,JustE A
770410,DevilishGames
770440,Divertic
770460,Kai van Ommeren
770460,Sedat Bilen
770460,Niek Oosterbaan
770460,Wesley Kroon
770460,Martijn de Vree
770460,Max Geraci
770460,Plaisir Nzuzi
770460,Kevin van Huit
770500,Minus2
770510,Blaiz Entertainment
770520,Lunarhellgames
770560,Gametroleum
770600,Bright Onion Studios
770630,Flying Oak Games
770660,Tim Sheehan
770690,DRUNKEN APES
770740,hallunazigames
770790,David CAYE
770810,TapBlaze
770820,Rad Zone
770830,4M Software
770850,Nathan Meunier
770860,Quantum Soup Studios
770870,ERS G Studios
770880,Media Art
770900,Eipix Entertainment
770920,ERS G Studios
771010,Finite Reflection Studios
771060,DEXINT GAMES
771070,Picorinne Soft
771100,Light
771120,GraphXGames
771130,Narko Games
771140,Dexion Games
771240,takayakata
771250,JoyBits Ltd.
771310,Google
771340,sakevisual
771350,OfficialAndy
771370,Maksym Pashanin
771380,sakevisual
771400,Dead Crow
771410,Maximilian Ritters
771430,Computer Artworks
771440,alexeibelih
771450,CelleC Games
771460,EHTechnology
771470,Broan Games
771500,Red13Indie
771530,S.Y. GAMES
771540,Sapphire Software Inc
771570,Axe Studio
771610,BJGameInd
771670,WeVery
771680,Magitech Games
771690,Zaxis
771710,Veslo Games
771810,Retro Army Limited
771820,Futureantics Pty Ltd
771840,Bullid Games
771860,WeRock
771920,AURORA Games
771950,Paleno Games
772060,Christian Waadt
772070,Bearded Bunnies
772080,Daniil Titner
772090,Koto Games
772100,Demian Till
772160,Lost Marble
772180,VersoVR
772200,Dogless Head Games
772210,"Fugazo, Inc."
772220,Desperado Games
772230,ChiHeBang Studio
772240,Choice of Games
772270,Chris Antoni
772290,Frostwood Interactive
772300,Choice of Games
772320,Choice of Games
772340,Choice of Games
772360,Choice of Games
772420,Rock AK Games
772420,Adem Kaya Rockyade
772430,Lonely Troops
772440,SPS
772460,IM4A
772470,ALEKSANDER CHEPAIKIN
772480,34BigThings srl
772500,Among Giants
772530,Climax Studios
772600,Glass Bubble Software
772610,Team Robot Black Hat
772650,Cristian Villalba
772670,Graphium Studio
772680,Studio Oleomingus
772700,"Silverware Games, Inc."
772730,Carlos M Martinez
772740,Cersgame Studios
772750,Game Mechanic Studios
772990,First Game Studio
773010,Rumata Lab
773090,Dali Games
773120,Unknown Indie Devs
773130,Khokhlov
773150,Hashieve
773150,IronEqual
773170,Victor Corradi
773210,Russ Beuker
773230,Irvin Vaush
773240,Norven Games
773240,Kaan Köse
773320,Wesley Pyburn
773330,Devdan Games
773360,"DB Attic Studios, LLC"
773390,DanD
773420,Horrendous Games
773430,ArtVostok
773440,Adrenasoft Studios
773490,飞鹰互娱
773510,ChillFun
773520,梵天游戏
773530,PrimeBit Games S.A.
773540,Space Horse
773570,CGPills
773580,Roman Glebenkov
773590,Inutaishos
773610,Multitool Studios
773620,ZaPain Games
773640,"Nikita ""Ghost_RUS"""
773650,Apillo
773660,Tian Jagodic
773670,Pony
773710,Rowan Douglas
773770,Arcturus Studios Inc
773870,Sol Bot Studios
773910,Light Label Entertainment
773930,Monster Paw
773951,KK Game Studio
774051,Middle Eye
774091,Kremlingames
774121,Dnovel
774131,Just Funny Games
774141,Private Moon Studios
774161,Telehorse
774191,Boris Zapotocky
774201,inkle Ltd
774221,Pikewin
774231,Moyosa Media BV
774261,"Nikita ""Ghost_RUS"""
774281,Perverse Games
774321,Diax Game
774331,Two-Way Ltd.
774351,Andy Sztark
774401,VISR
774411,Hannes Delbeke
774421,Hinge Digital
774441,Flight School Studio
774451,morojenoe's empire
774461,"Jackbox Games, Inc."
774501,Gremlin Interactive Ltd.
774511,IDEA FACTORY
774511,COMPILE HEART
774531,Phil Fortier
774541,Quasar
774551,Run Games
774561,Sonoshee
774711,Dreamz Studio
774721,Experimental Foundation
774731,Forge Reply S.r.l.
774781,For Kids
774811,KADOKAWA CORPORATION
774811,Active Gaming Media Inc.
774831,Dexion Games
774861,Other Ocean Interactive
774891,Green Lava Studios
774901,PureFootball
774911,Gem Rose Accent
774911,Corentin Derbré
774921,Dexion Games
775200,Moonlight Studios
775220,Hong Kong Netease Interactive Entertainment Limited
775270,Paul Piepenhagen
775310,12 to 6 Studios LLC
775320,EHTechnology
775430,Ubisoft Montreal
775460,Choice of Games
775490,NCC Moore
775490,Steve McRae
775520,Laush Dmitriy Sergeevich
775530,Yunus Ayyildiz
775530,Ozan Çelik
775570,Breading Games
775690,Patrick Hofmann
775720,XiNFiNiTY Games
775730,XiNFiNiTY Games
775760,TeamTOCH
775790,ijal Studio
775810,Riviysky
775820,CWH Entertainment
775850,Norain Games.
775850,JanduSoft S.L.
775860,Lorag Games
775900,Milestone S.r.l.
775910,Laush Dmitriy Sergeevich
775940,Sandstorm Studios Inc.
775960,Fairy Forest
776000,Choice of Games
776020,Choice of Games
776040,RainSoft
776080,GabryGa
776100,RaleachGamesStudio
776160,Konstantin Pilipaka
776190,IndieLip
776190,Dmitriy Uvarov
776290,Refugio3D
776320,Josh Tam Universe
776340,"Nikita ""Ghost_RUS"""
776360,SCRAWL
776370,Pirotexnik
776390,Black Poodle Entertainment
776410,Spencer Brown
776410,Lisa Shackleford
776410,Julian Beutel
776410,Matt Dulemba
776410,Justin Greenly
776430,Grumpy Otis Games
776440,Omnirift
776450,hOSHI
776490,MyACG Studio
776510,万族游戏
776540,Blender Games
776550,Snkl Studio
776580,Green-eyed Taxi
776600,Li Changchun
776610,Holy Potato Studios
776670,CSM
776720,Dosane Games
776740,Lazy Gaming
776780,Tiny Ghost Studios
776790,Sean Davy
776820,Hardcore Studio
776830,Team D.T.R.
776890,Zloy Krot Studio
776920,Pilgway
776960,Easy game
776970,SimplexGameStudio
777000,aptk
777020,MrSandman
777040,Eloquence entertainment
777050,IndieLip
777050,Dmitriy Uvarov
777090,MUTT Studio
777100,IndieLip
777130,Sad Panda Studios
777140,Beatsie Boys
777150,Kaan Soral
777160,Sungift Games
777200,あみそ組
777220,invwindy
777240,Bubble
777250,Gnamics Ltd.
777270,Tero Lunkka
777270,BlackThug
777310,Tero Lunkka
777340,Laush Dmitriy Sergeevich
777350,Daniel Rychlý
777360,Flowmasters
777380,desaccord art
777400,For Kids
777420,Oxrock Studio
777430,Spellbook
777530,Dance-Virtual
777540,Windzen
777550,Qian Light  Network Technology
777560,Tsukinowa App.
777580,MisterTtocS
777590,边境游戏工作室
777610,James
777620,FunnyNetWork
777640,Wonderbox Games
777650,Dawntrail Entertainment
777660,Wonderbox Games
777730,Filippo Donelli
777760,Mike Wiering
777770,Warcave
777770,Crazy Monkey Studios
777790,Lazy Monday Games
777820,hOSHI
777850,WoksOnStudios
777860,Polina Medyanik
777870,Joyjoymoto
777880,Turtle Juice
777900,FailoutGames
777900,DanLamb47
778000,Straitlace Studios
778030,Madar Games
778050,Sloth Studio
778080,Eurocom
778110,AIXLAB
778120,Heartship Games
778150,kalanhow
778230,Fabio Cunha
778240,Mass Games
778250,Battle of Kings Team
778250,Wenkly Studio Sp. z o.o.
778260,aimino
778270,CentVire
778330,Alex Carpenter
778340,Laush Dmitriy Sergeevich
778360,GamerzDan
778390,MAGES. Inc.
778390,5pb.
778400,MAGES. Inc.
778400,5pb.
778410,ShotX Studio
778420,IndieLip
778450,IndieLip
778460,Joshua Giles
778470,Leapdoctor Games
778540,Studio RO
778550,ReverseGames
778570,Nikita P.
778580,Maelstrom Rabbit
778590,IndieLip
778610,Studio Gamaii
778640,ZiomatrixX
778650,UglyCake Games
778700,Team Amorous
778710,Tunescape LLC
778760,Sapphire Dragon Productions
778770,Displacement Studios
778800,Lucien Krebs
778810,GefestGames
778830,OnBlind
778840,Burst2Flame Entertainment
778850,Koyotis Studio
778860,Laush Dmitriy Sergeevich
778870,EvilCharm Games
778900,Toolkitz Games
778910,Freshtrax
778930,Kimi Karri
779050,Games for May
779060,Tero Lunkka
779070,Tridente Studio
779090,AIHASTO
779100,Fearem
779110,Harsh Reality Productions LLC
779130,L&L Studio
779130,Yang.L
779140,Rainbow Street Studios
779150,Fun Ghost's Haunted Fun Factory LLC
779160,"CSIS (CSI Studio Co.,Ltd.)"
779190,Virtual Top
779220,"Dayplay Co.,Ltd"
779240,Wan Studio
779250,David Mulder
779300,Battle of Kings Team
779300,Wenkly Studio Sp. z o.o.
779310,Dexion Games
779320,lvkeai
779330,Endless Loop Studios
779360,Tayfun Zeytun
779390,Virtro Entertainment
779410,HitGrab Game Labs
779420,Eko
779430,Galactic Gaming Guild
779550,Jakob Hild
779560,Pioneer
779570,JDRumble
779580,Team 21 Studio
779590,Deric Ruhl
779620,Wanin International
779640,属音制作组
779650,Directive Games Limited
779700,Alexandress
779730,Coduar
779760,Yüksekolan
779780,R Academy
779790,森林纵火犯
779800,Hardcore__Games
779840,RSK Entertainment
779850,Lasse Niermann
779870,Lunarhellgames
779960,IDALGAME
779990,4H StudioLab
780000,DK VIP Lounge
780080,The Most
780100,"StartupTim, LLC"
780100,Tim Sullivan
780120,Fogbound
780160,Ink Syntax
780210,Captain Games
780220,Ursine
780230,Willie Li
780260,Tanny Tran
780280,Monad Rock
780320,DigiMight
780330,Dexion Games
780350,Magic Design Studios
780360,Dexion Games
780380,Dexion Games
780390,Intravenous Software
780410,Dexion Games
780440,Dexion Games
780500,NorthernBytes Software
780520,ZUGALU ENTERTAINMENT
780570,Julian Henley
780580,Eggon Srl
780630,Luminosity Mobile
780690,Dyrnwyn Games
780710,Genesz
780740,Frostlind Games
780750,Jam
780760,Paddle Team
780800,Viktor Yurchuk
780840,George Constantinou
780850,Donald Dunbar
780850,Ryan Donaldson
780970,Food dream factory
781000,The Idea Software
781000,Fürst
781030,Masangsoft
781040,Holomia
781050,Chilla's Art
781100,CSM
781110,Penumbra Games
781130,Koksny.com
781220,Infogrames
781230,Infogrames
781230,Ere Informatique
781240,Infogrames
781250,Infogrames
781260,Infogrames
781270,Infogrames
781280,Infogrames
781290,Infogrames
781310,BUD Games
781320,VR Factory
781380,Third Gate Studios
781440,Foxoft
781480,Dragon Slumber
781490,One Yuan Games
781500,BD Studio Games
781520,Eternity Studios
781560,Clawed Paw
781590,Flying Star Games
781610,ARGames
781630,Iffy Labs
781640,Luke O'Connor
781650,FurGoldGames
781660,RewindApp
781670,Magnolia Art
781680,ocasocreations
781700,IndieLip
781760,Ripknot Systems
781780,AnderShi
781800,TheDreik
781800,Xeneder
781810,Crew Lab
781820,Crew Lab
781860,Renegade Games
781880,Primitive Studio
781890,Remi George
781930,Yak Studios LLC
781950,Warp Path
781950,Yak Studios LLC
781990,Ben Allen
781990,Miroko
782020,"Beijing Omnicity Technology Co., Ltd."
782050,zoocros
782080,alexeibelih
782100,Sunrise9
782120,Upside Down Bird
782130,Lost the Game Studios
782140,Ice Code Games
782160,IzmirRecht
782180,nitopu
782190,Reine Works
782210,Pixel Fyzz
782280,Crystal Shard
782300,IndieLip
782320,WhiteNutGames
782340,GB Patch Games
782380,ArkHouse
782410,Studio by the Bay
782450,Namo
782460,Go All Games
782510,Wolverine Studios
782570,掌烛文化
782610,Daimen Gaming
782630,25% Games
782650,Threaded Pixel Studios
782660,Extreme Developers
782670,ExDevs LTD
782690,七彩绘色
782700,Desdres
783050,Exordium Games
783060,TheElvenTale Games
783070,VRobot
783090,Galactig
783120,AKATSUKI-WORKS
783140,Евгений Калгушкин
783170,Mono Studio
783180,SKIPMORE
783180,ESQUADRA
783200,OneShark
783210,Kubat Software
783220,Vox Studios
783230,Brimstone Brothers Inc.
783240,Cultura guru
783250,Planet X Game Studios
783260,Salt & Pixel
783270,GamestormVR
783310,Black Book Development
783330,Hardcore__Games
783420,Ignite studio
783440,Sang Hendrix
783450,NVYVE® Studios
783470,G. Malta
783590,Creative Storm Entertainment
783600,Virtual Top
783650,Bloody Forehead Entertainment
783720,Q-Cumber Factory
783790,sambaas.nl
783810,九鼎工作室
783860,Loot Inside
783890,TheElvenTale Games
783900,Dexion Games
783920,UMBRESS
783940,FM Studio
783960,RSK Entertainment
783980,Dexion Games
784000,Dexion Games
784010,Infogrames
784050,Globiss Interactive
784100,Quiet Bay Studio
784130,PIXELAKES LLC
784150,3Division
784180,Tyler Borg
784940,Divertic
784950,Dorado Games
785030,hubiao
785070,COKE
785100,Klassefilm
785110,"Nikita ""Ghost_RUS"""
785130,Hathos Interactive
785140,Primitive Studio
785480,Cyberflix Incorporated
785560,Afrosquared LLC
785590,Holmsario Games
785610,G. Malta
785640,Genetic Studio
785660,Simulators Live
785670,Simulators Live
785680,Simulators Live
785690,Simulators Live
785740,Weappy Studio
785750,disfactNoir
785780,ARC SYSTEM WORKS
785840,ARES Inc.
785850,Agate
785870,Irbynx
785880,Ruari O'Sullivan
785890,MythicOwl
785920,Podunk Studioz
785930,WarfareSims
785940,Fury Software
785950,XMINutesGames
785960,StarSystemStudios™
785960,Jay Brad Spann
786090,Mad Head Games
786100,ERS G Studios
786120,CPSuperstore
786130,The Burning Red Design
786140,sky-coding
786170,Jake Waggoner
786180,EasyWays Team
786280,FoxForceGames
786290,Choice of Games
786330,CaveBrave
786340,Phoesion
786350,Corbak Games
786370,Zydrone
786390,Martian Games
786400,Miaoyue Studio
786410,Bradley Hennessey
786410,Joe Watson
786420,Zhu Feng
786420,Liu Fang
786450,MUIFWEGO
786470,边境巡线人
786490,Black Banshee Studios
786510,Dragon Emperors
786520,Joshua Chen
786560,BJGameInd
786570,Xiotex Studios Ltd
786580,Emilios Manolidis
786590,Hayo van Reek
786620,X-Joy Games
786630,Pippala Games
786650,Eforb
786670,"Nikita ""Ghost_RUS"""
786680,Timedrop Studios
786690,Nedodnb
786710,MPixels
786720,eProdigy
786740,Albert Stirner Games
786750,Mikhail Melnikov
786770,Ridgeline Studios
786800,Cubic Bit
786820,Enter Name Here
786840,Granola Studios
786850,Dave Catling
786910,Sky Haubrich
786940,Red Rider
786950,Michael Cheung
786980,Sidhanth Mohite
786990,Studio Gier
787040,yeswecamp
787050,Ginko Games
787070,LAME Dimension
787100,Prutkova Anastasia
787110,Studio Wasabi
787140,OctoberRaven
787170,Freestewdios
787190,Flatingo
787200,Sub Orbital Software
787220,Tombas Tomáš Basovnik
787220,Martin Hoferek
787240,JesterJoker
787250,KicklessGame
787260,Game Kombinat
787370,蔷薇千墨游戏组
787390,ODev
787400,Animu Game
787420,Real Fighting
787430,Real Fighting
787440,Real Fighting
787450,あみそ組
787460,Appnori Inc.
787480,"CAPCOM Co., Ltd."
787530,"BiNAREE, Inc."
787550,DEVCUBE STUDIO
787570,Life Jumb DT
787620,Prince Game Studio
787640,Strange Fire
787650,Norain Games
787690,Right Games
787710,Maris Ozols
787720,Plethora-Project LLC
787720,General Arcade
787730,IVGEMENT
787740,weltenbauer. Software Entwicklung GmbH
787750,OctoBox Interactive
787780,"Valhalla Universe, Inc."
787790,B4T Games
787840,Otis Miller
787860,Giants Software
787930,Stefan Kelnberger
787960,Lightray Games
787970,Woodsy Studio
787980,Julian Schlüntz
787990,Chris Holtshouser
788020,MOGA Creative
788050,Escu:de/Element
788120,CopperBrain
788130,Dieselmine
788150,MeatAtom
788180,XingRan Network
788190,Alcateia Entertainment
788200,SudoTilt
788210,Xigma Games
788250,Masthead Studios Ltd
788270,4 Dimension Games
788310,Silly Saturday
788320,Mykhail Konokh
788330,Rundisc
788350,weRplay
788380,For Kids
788390,Undergroundies
788410,GrayTower
788420,Studio Clangore
788470,upjers
788480,KHB-Soft
788490,Overimagined Games
788500,"Mario D'Eliso ""Elis-D"""
788510,EasyGames
788520,Abdulla Hassan Al-Farsi
788540,makemepulse
788610,Mistaken Visions
788630,"Florian Richter, Tobias Offermanns, Devendra Pohly"
788640,Furnace Games
788690,Double Fine Productions
788690,React Games
788700,Lost Tower Games
788720,Magicvalley Studio
788730,RD's Gaming Studio
788740,Digital Bento
788760,Dilmer Valecillos
788770,Avocavo
788800,PlayTech Studio
788810,Radmir Kadyrov
788820,"Diantong Intelligence Tech. Shanghai Co.,Ltd."
788870,Zerstoren Games
788880,MiaoXi Studio
788890,HA Studio Ltd.
788900,WeVery
788910,Pin-Point
788930,Screwdriver and Pigeons
788960,evlavv_studio
788970,Crisp App Studio
789050,Para
789090,Muikkumedia Oy
789090,Tunermaxx
789100,upjers
789110,ONEVISION GAMES
789120,DRUNKEN APES
789200,MaratG2
789200,IanStudio
789210,Portcullis Games
789220,hede
789240,Mark Kondor
789260,MariLuzaria
789270,hallunazigames
789280,nkmr appworks
789290,Skyward Digital
789480,Lucid Pixel
789490,Lucid Pixel
789510,StarBury.Ninja​
789520,Warz
789540,Pinhead Games
789540,AAlgar Productions
789550,Hardcore__Games
789570,Yitz
789600,Jorvan
789610,Morla Games
789620,Endless Void Studios
789670,Tom Adams
789670,Craig Burgess
789680,Daimen Gaming
789700,MacProton Games
789720,Nicholas Turner
789730,David Mulder
789740,Akiragoya
789750,Game Sage Productions
789760,Studio Nanafushi
789880,Polygon Art
789890,Caipirinha Games
789900,Toplitz Productions
789900,Caipirinha Games
789910,Imaginati Studios
789930,Marginal act
789950,Carlos Coronado
789970,Pablo Farias Navarro
789980,Nuts and Volts Electronics
790020,Lost in the Garden
790050,Alone Games
790060,Veyeral Games
790080,EVIL GAMES
790120,Joni Bäckström
790130,Couch Cosmonauts LLC
790160,Victor Corradi
790170,Cosmic Pictures
790210,Marko Vukovic
790230,LillyWelland inc.
790260,Azurezero
790290,SoyeR
790300,Boogygames Studios
790350,PLAYMIND
790390,Rafael García
790450,Sciman101
790540,Square Enix
790540,Human Head Studios
790550,Ryan Bissonnette
790570,"NineD Digital,Nuclear Studio"
790600,Paladin Studios
790630,OPEN LEVEL
790660,TSS Studio
790700,A2G Studios
790710,Wargaming Group Limited
790740,Other Tales Interactive
790750,Window Licker Games
790760,Dani D
790790,Kwebbelkop
790800,Ebim Studio
790810,MKD games
790820,SEGA
790840,Promethean Interactive
790850,10tons Ltd
790860,Blender Games
790930,Primitive Studio
790950,Hashem Amir
790960,Mirthood Games
791000,Live Aliens
791020,dp3Softworks
791050,VRemedy Labs
791140,Singular Dream
791150,KABloom Interactive
791160,Steedie
791180,"Return To Adventure Mountain, LLC"
791290,Heaven Bot
791300,Guami Games
791320,LunarCore Games
791330,Another Story
791340,IndieLip
791350,IndieLip
791370,Jean-Sébastien Nouveau
791380,"Shenzhen Simeng Technology Co., Ltd."
791400,Witch Laboratory
791430,evlavv_studio
791470,Team DYO
791490,Death Hill Games
791500,Schickmair Games
791540,Matthew.P
791570,SimProse Studios
791590,Eathrabaria
791600,Orfeas Game Studio
791700,Bryan Tabor
791740,CreativeOvenStudio
791750,"Nikita ""Ghost_RUS"""
791760,Yellow Panda Games
791770,AmberDrop
791790,Nowar Studio
791800,Binary Jellyfish
791930,David Schneider
791950,Shoho Games
791960,Octopirate Games
791970,Red Dolphin Games
791990,Zen GM Games
792000,SRM Games
792030,Daniel J Roberts
792050,carla51
792060,Real Fighting
792070,sekuharazamurai
792080,1bgame
792100,Tomorrow Corporation
792160,Jaibo Games
792190,Polarity Bear
792230,Shindenken
792320,Static Shell Studios
792340,Coatsink
792350,SpeedLittleFox
792370,Risin' Goat
792400,"WolfShipGames Co., Ltd."
792410,For Kids
792480,Gametroleum
792500,Leyline Studios
792560,Le Faucheur Kevin
792570,Level 99 Games
792640,Bullid Games
792650,Flat Cat Games
792660,TrickeySoft LLC
792670,Moonware Games
792680,Gwyn Games
792710,Butterscotch Shenanigans
792720,"Gotham City Films, LLC"
