appid,publisher
858380,Expedia
858410,Parmenion Games
858420,Ripknot Systems
858440,BajoGames
858490,Kisareth Studios
858590,Digital Confectioners
858680,Digerati
858760,Hamster On Coke Games
858780,Choice of Games
858810,Madruga Works
858830,Woodsy Studio
858840,W.T.B.
858860,Other Ocean Group
858870,BIOSZARD Dev
858880,Hova LLC
858940,JAST USA	
858950,Silver Boar Gaming
858960,"Table 9 Studio, LLC"
859070,Nekyau
859090,Tall James Games
859150,宇峻奧汀科技股份有限公司
859170,重庆第五维科技有限公司
859180,Lemix game
859200,方块游戏(CubeGame)
859220,Mengtu Technology Co. Ltd
859280,吃了就睡工作室
859340,Multiverse
859350,HandyGames
859370,PsychoFlux Entertainment
859380,Leo Lipasti
859420,Ricoshot Games
859440,34BigThings srl
859460,Giks
859480,BlockTeam
859530,Petite Fleur Productions
859560,L&D Games
859610,Metal Fox
859640,Turbo Button
859660,Wombatgames
859680,Neko Climax Studios
859700,GAMES FOR HUMANS
859720,Max Jaeschke
859740,Lana Lux
859820,About Airplane LLC
859860,MTbrain iOS Development
859870,Mitch Kuronya
859900,mailcat07
859920,BigCode Games Pvt Ltd
859950,e-FunSoft Games
859960,Scott Chinchen
859970,Titan Deep Space Company
859990,WoksOnStudios
860030,Wholetone Games
860070,Studio HK
860080,BoringKate
860090,BarelyEntertainment
860160,Nekyau
860190,Studio-Space RA
860200,Nekyau
860220,Star Legion
860240,gfdsahdgsye7
860260,West Forest Games
860270,Netlex Studio
860280,Primitive Studio
860320,Guerilla Media
860330,Baylor University Game Studios
860340,Ripknot Systems
860350,Ripknot Systems
860380,VT Publishing
860390,VT Publishing
860400,Black Phoenix Studio
860430,Monkeystein Games
860440,Vyacheslav Shilikhin
860450,Gyro-Games Inc.
860480,KEMCO
860490,KEMCO
860500,Steppe Hare Studio
860520,Dalivi Rikardo
860530,W.T.B.
860550,Culturplay
860570,Gamenesis
860580,Real Fighting
860590,TERARIN GAMES
860600,Ysty Games
860620,Jujubee S.A.
860640,Lingo Ludo
860650,Tonguç Bodur
860660,Deck13
860660,WhisperGames
860670,hede
860680,Mykhail Konokh
860730,Ian Truelove
860770,Mega Dwarf Inc.
860790,Ghost_RUS Games
860820,High Livity Games
860860,Chubby Pixel
860870,NINE VR
860880,Boogygames Studios
860890,Erik Asmussen
860910,Game for people
860930,Eitan Prince
860940,Firehawk Studios
860950,Klei Entertainment 
860990,DevOrDie Studios
861000,Putin Team
861010,Hendojo
861050,Bigbug Studio
861080,Root
861160,PixelsDesign
861180,Joystick Knights
861190,Joystick Knights
861210,Anamik Majumdar
861230,Arevoatl Games
861240,Vitei Backroom Inc
861270,Konstructors Entertainment
861280,自由愉悦小黄猫(Free pleasure little yellow cat)
861290,Anazz
861320,Dagestan Technology
861330,Matt Glanville
861340,Nekyau
861350,Kavkaz Sila Games
861400,CuriosityStream
861510,Dhause
861550,SharF Co.
861560, Nekyau Games
861580,YOUR DEAD Videogame Production
861670,Hyphema Studios
861710,RewindApp
861720,Ripknot Systems
861740,Ripknot Systems
861760,Studio Gamaii
861770,yeyinggame
861790,Vito Devs
861840,VT Publishing
861850,VT Publishing
861860,Aedis Games Inc.
861910,Sunlight Games
861920,Rocket Cola Studio
861930,Taiwan Public Television Service Foundation
861940,Neonchimp Games
861960,Dropped Monocle Games
862010,Nekyau
862020,Nekyau
862040,Nekyau Games
862110,Flat Cat Games
862120,For Kids
862130,illegaldogs
862150,Ghost_RUS Games
862160,Mika Molenkamp
862180,Nekyau
862190,Heroic Games Studio
862200,Ohayo Software
862210,Bullid Games
862250,Xitilon
862260,MK Games
862300,AFBIK Studio
862320,Nekyau
862370,Vertical Skull Games
862390,FlyInside Inc.
862460,Branch Games
862480,Cantaloupe Kids
862490,Maverick Games Inc.
862500,"GUANGZHOU HUANTEK CO.,LTD"
862520,ATC Games
862570,Nickervision Studios
862580,98DEMAKE
862590,NukaGames
862640,Real Fighting
862650,Coffee-Powered Games
862660,Night Dreams Studio
862690,猫薄荷制作组
862730,Ramen
862740,GrabTheGames
862740,Mazen Games
862770,ektomarch
862790,Acalamity
862850,DeanForge
862880,Laush Studio
862920,Technomancy Studios
862990,Deverinos
863120,Incandescent Workshop LLC
863150,Tetravoxel Limited
863170,Rodrigo Reyes
863190,Gamer Sensei
863210,Troll Drool Interactive
863270,Virtual Earth Online
863280,E McNeill
863290,Stepiral Studio
863310,MATRE
863380,The Dust S.A.
863420,Juvty Worlds Ltd.
863430,Lampogolovii
863470,Arrowiz
863490,NukGames
863550,Warner Bros Interactive Entertainment
863560,Sedoc LLC
863570,RLR Training Inc
863570,Red Dahlia Interactive
863580,VRMonkey
863590,Wx3 Labs
863660,Ivanovich Games
863670,Panayotis Lampitsakis
863690,purol
863730,Christopher Wagner
863750,Dagestan Technology
863770,AYE Technology
863810,excessm
863840,Jiochees
863870,CoughCat Software
863900,Yann Zunn
863920,YASUDA GAMES
863980,AFBIK Studio
864010,Semi Sağlam
864010,Timberwolf Studios
864020,Self
864040,Nekyau
864060,"Alvios, Inc."
864060,Bad Habit Productions
864100,Redact Games
864110,Angus Seung
864150,Feelin Games
864190,Yannstr
864200,CSA Software
864270,Roman Digital
864300,Quiet River
864360,SAT-BOX
864380,Dagestan Technology
864390,Enjoy Games
864400,Enjoy Games
864410,AYE Technology
864420,凝冰剑斩
864430,phixcat
864480,Fiery Phoenix
864510,Windybeard
864520,DRUNKEN APES
864530,Vidas Salavejus
864550,Fntastic
864570,Blender Games
864590,MellowStudios
864600,Loft Sky Entertainment Inc.
864610,Software Wolf
864740,Labyrinthine
864810,UMBRESS
864850,Spanking Machine
864860,Verbal Chambers
864880,POLYRAW
864920,Screenzilla
864940,Garage Games
864960,Planeta
864970,Tiny Leviathan Studios
865050,Nekyau
865060,AGM PLAYISM
865090,Oppai Reveal Studios
865100,雨天工作室
865130,Creator Studio
865170,Vast Reality
865180,SakuraGame
865190,David Mulder
865200,exaQuark
865220,Eduardo Barreto
865240,SIFAKA DIGITAL
865250,DWSK Ltd
865270,Happy Snake Games
865310,Narko Games
865330,Alexander Casha
865390,VicX Studio
865540,Vismaya
865630,Retryable
865720,Chilled Mouse
865750,LSGames
865760,Threear.Vision
865800,Origami Sword
865850,SakuraGame
865860,阿屁PP314
865870,SpaceSoySauceStudio
865880,FHNBHJ
865930,Gamera Game
865930,idealCat
865980,Sand Sailor Studio
865990,DEtH_MoroZ
866010,Mini Fun Games
866040,Olympia Verlag GmbH
866080,Anarquico
866100,FunArouGames
866150,Garage Games
866180,Red13Indie
866260,EreaDrone
866280,Joystick Knights
866310,Ghost_RUS Games
866340,Mario Scarfone
866350,Stephan Weiss
866400,Aggroblakh
866420,Oleksandr Savostianov
866440,Acke Hallgren
866450,nonPareil Institute
866500,LimeVibe Games
866510,GQG PUBLISHER
866520,Bitlock Studio
866540,Brudingo Team
866730,Big Fish Games
866950,OnPluto
866960,Po-Jui Huang
867010,Miller Tinkerhess
867050,Artifex Mundi
867080,Zine FALOUTI
867090,IVR
867110,Dead Fish Eye
867120,TUNNEL no.73
867120,Kagura Games
867130,intelectiva
867140,AFBIK Studio
867180,IEVO
867250,Slitherine Ltd.
867380, Maciej Targoni
867390,Acrylec Studios
867420,Good Game Co.Ltd
867460,carlos canizares
867480,Cheesecake
867490,DLsite
867510,DLsite
867540,SimProse Studios
867550,meokigame
867570,Niu Studio
867590,Dd Games
867600,Night Dreams Studio
867610,Dreambakers
867620,Dreambakers
867640,Rain Of Cubes
867700,Top Hat Studios Inc
867730,For Kids
867750,wosabi
867770,Loveridge Designs
867790,Phoesion
867800,Laush Studio
867850,Anime squad
867920,Black Banshee Studios
868000,Jakub Domanski
868010,Zolden Games
868040,Sugoi Yellow
868060,Giant Space Monster
868070,Pyramid Peak
868080,TuneTheDev
868090,VoleR Creative
868100,Allosaurus
868130,Studio Goya
868180,Zealwind
868190,13-lab
868190,azimut team
868200,NINE VR
868210,GM Publishing
868230,Flying Islands Team
868240,Kajak Games
868260,b-alive gmbh
868320,lovelin
868350,Coffee-Powered Games
868360,Oxymoron Games
868390,ERTYNEA
868410,SystemSoft Alpha Corporation
868430,Pangake
868460,D1ONE
868470,Corradi Games
868500,Qrakhen
868510,Daisu Games
868520,"NIS America, Inc."
868550,Hardcore Studio
868560,Blue_Trigger
868570,Jupiter Lighthouse Games
868580,Winter Night Games
868600,Night Owl Gaming LLC
868660,Indie
868710,Artepi Corporation
868780,Choice of Games
868810,NINE VR
868830,Gametornado
868880,KR Game Studios
868890,Tero Lunkka
868910,Jolt Country
868920,Codev Games
868930,Ultaan Games
868950,Ideoservo Games
868960,wraithgames
868970,W.T.B.
868980,Neko Climax Studios
869030,Myoubouh Corp
869060,Excalibur Games
869080,SpaceGiraff3
869100,"Meant, LLC"
869110,lotions for men
869120,GG STUDIOS d.o.o.
869130,RESPECT TEAM
869180,Primitive Studio
869280,MadOptimist Games
869290,Catapult Games
869300,teamsupport
869320,CrySmith
869340,Softwaves Dist.
869350,Studio Elfriede
869370,Silent Daddio Studios
869420,Hi I'm Alec Games
869440,The Airship Abstraction
869470,Blue Sunset Games
869500,Synodic Arc
869540,Beyond Games
869550,Aberrant Realities
869560,8Floor
869570,Dagestan Technology
869580,Harris Pipocas
869590,Dagestan Technology
869620,8floor
869630,Nicolas Gonzalez
869650,Jöbstl S.
869660,AQGames
869750,White Smoke Games
869760,HypeTrain Digital
869780,Bullid Games
869840,Ningbing Games
869850,TK
869870,Narrator
869910,OffWorld Laboratories 
869930,Junitre Works
870000,Retrover Games
870010,Juan Jose Garrido Gomez
870020,Laush Stuido
870030,FUNdation
870040,Nekyau
870080,Spell Helix
870090,Universe Worth Experiencing
870100,Labory
870110,0Cube
870120,Yars
870140,origamihero games
870150,Juri Schupilo
870160,SoerGame
870180,Shard Real
870190,Crystal Game Works
870200,"Jundroo, LLC"
870260,Dreamreason
870290,Rapscallion
870430,sniperoncall
870450,Tapteek
870510,Ferocious Bunny
870520,英特衛多媒體股份有限公司
870580,MooCow Games
870590,Advent RPG
870650,IKRATKOE
870680,Old Point Games
870690,CGE Digital
870730,Phr00t's Software
870740,Antoine Hésèque
870750,Cow Corp.
870800,Beatrice
870890,National Film Board of Canada
870990,UPandQ
871100,Animyst Games
871140,Mahjong Knight
871150,Bainware LLC
871180,Atriagames
871200,ARIKA
871230,White Rhino Games
871270,VironIT
871280,Frontwing USA
871290,VRt Ventures
871300,Dankov Games
871310,Squid Monkey Studios
871320,Dreambakers
871330,Eat All The Games
871420,LLC Blini Games
871450,Dagestan Technology
871470,AYE Technology
871480,AYE Technology
871510,ViRa Games
871550,Ultimate Games S.A.
871570,忆夏之铃制作组
871580,First Place Games
871590,"Without Haste, LLC"
871620,Lindero Edutainment
871670,Versus Studio
871710,Forever Years
871720,Scott Cawthon
871810,MaruStudio
871850,IGRODELSKY
871860,OSA Studio
871870,Avasion
871920,ColossusArc Entertainment
871930,GFX47
871930,WhisperGames
871950,"AppSir, Inc."
871990,Thunder Devs.
872000,Jero53motox
872040,Snow Day Software
872060,Distant Lantern Studios Ltd
872090,NedoStudio
872110,RobProductions
872180,Dikobraz Games
872230,MAGES
872240,Jerk Circle Media
872330,wezor
872340,DCF STUDIOS
872350,Meka Games
872360,Teeter Games
872380,Uruca Game Studio
872400,Bravery Software
872440,Doghead Simulations
872470,Denormalizer
872490,Ator Neba
872550,Plug In Digital
872580,Shenshella
872590,wuxin
872600,Duke Studio
872680,GoldenGod Games
872690,Yarne Games
872700,CYBEXLAB
872730,Laush Studio
872790,SEGA
872820,SEGA
872970,Jordan Allen
872990,Brogames
872990,IceMakerZero
873040,Agustin Eisman Moreno
873050,ShadowInk Designs
873070,Kastrye
873120,Barlock Games
873150, Dagestan Technology
873180,ltaoist
873190,Regime X
873200,PixelGreeds
873210,Not a Prototype games
873220,RewindApp
873230,Physiology with Dr Christian
873240,Pirotexnik
873250,Crimson Lodge
873280,Maximilian Ritters
873290,StudioKanata
873320,SimProse Studios
873330,Kedronic UAB
873370,ASK.
873390,girl software
873410,Joshua Hughes
873490,灰烬天国
873500,HOH5HC 
873560,Ratalaika Games S.L.
873610,Sulton
873620,Malyarov Andrey
873710,Boogygames Studios
873720,ThankGame.com
873730,Lightning Zebra
873790,SeedWall
873810,PixelPlex
873820,0Cube
873850,Magic Time Software
873860,odenis studio
873890,Silver Lemur Games
873900,8floor
873910,upjers
873930,Kerim Kumbasar
873960, Nikita Online
873970,Last Day Of Work
873980,Asmodee Digital
874010,Blender Games
874020,8floor
874030,NHTV Breda University of Applied Sciences
874080,Tomasz Chmura
874090,VICE Productions (Poachers) Inc. 
874130,meokigame
874140,Albireo Games
874180,One Rep Closer
874200,Fabio Cunha
874230,ATOMIC BREATH
874240,WEBZEN
874250,SceneSoft
874270,Chilla's Art
874330,Fly Troll Studio
874370,Anate Studio
874380,Educational Games
874400,ANPA.US
874460,Ripstone
874640,Life's Lane Studio
874650,L. Stotch
874690,Endwise
874690,HatFeather
874700,Tero Lunkka
874760,GIPHY Inc.
874770,Maksim Chudaev
874780,LoadUpGames.com
874810,LoadUpGames.com
874830, OnBlind
874840, VladProduction
874870,NextVR
874880,Beastereggs
874930,Winglett Entertainment
875080,Dwarf Cavern
875110,ReverseImpact
875240,INDIECN
875250,Playloft
875260,Simulators Live
875270,Cédric Andreu
875300,Alex_redmiau
875320,IceTorch Interactive
875340,Cetus Lab
875360,Real Fighting
875430,Hentai.US
875470,mirzagame5
875480,Somnium Space Ltd.
875500,TSN Entertainment
875510,BEBONOZM
875520,Grim World Company
875530,Zelenov Artem
875540,Anton Shatalov
875550,Mihai Morosanu
875630,Full Down Games
875660,Moral Anxiety Studio
875670,Sunrise9
875710,None
875740,Ellie's Lunchbox
875760,Future Immersive
875780,LoadUpGames.com
875790,LoadUpGames.com
875810,Kajetan Andrzejak
875810,Badosz
875830,Mark Wortmann
875840,ZeichiGames
875930,Joyient
876100,EggBurn
876110,Nezphere
876130,Jamong Inc.
876140,Fury Games Production
876160,StikiPixels
876170,Juicy Lab
876180,Davide Andrian
876200,Garage Games
876210,Amazing VR
876220,Shotgun with Glitters
876290,Upside Down Fox
876300,Владислав Витальевич Максутов
876310,WooJuDev
876320,Zotnip
876330,My.com
876340,Belka VR
876380,RoBot
876410,Apple Dash
876470,Lionmoon UG
876480,Johnny Ostad
876540,Dikobraz Games
876580,PatrAwW
876650,Fancy Fish Games
876810,CGevo
876840,Tydecon Games
876850,游学者狐狸
876860,Playloft
876870,Simulators Live
876890,Antizero company
876900,A Sweet Studio
876910,BJGameInd
876930,哈视奇科技
876960,Göksan Güner
877020,StarSystemStudios™
877040,Grégory Joerger
877060,Unrea
877070,Petraller Studios
877080,Goblinz Studio
877150,Black Potion
877180,Right Games
877190,OneShark
877200,XREAL Games
877230,Dualgm
877250,Vesna Games
877260,Garage Games
877270,Kneeling Bean Studio
877310,Pompi Pompi Entertainment
877360,КиКо
877370,DRUNKEN APES
877380,StainlessHeart
877390,Star Legion
877460,Triority
877470,Versus Publishing
877480,Cascadia Games
877550,Timothy Findling
877590,頂点α
877680,Gamungu
877730,Electrical Eagle
877750,ExtinctionArts
877760,Rimma Filato
877780,Laush Studio
877820,DRUNKEN APES
877840,Wolfgangis
877910,Lonely Boy Studio Inc.
877960,YOUGAKE
877980,squatnine
878020,Brwarner Studios
878050,FastGo Group
878080,Surrealscape Studios
878100,Jl Apps
878110,ESAT
878120,SteamWork
878140,"Druidic, LLC"
878150,CelLab
878160,Lazy Morning Games
878170,wraithgames
878180,NukGames
878240,Mindfog games
878250,Flat Cat Games
878270,Ripknot Systems
878280,Goober Games
878290,Screaming Villains
878300,TYSoft
878320,Kaigan Games OÜ
878330,Alpha unit
878340,GukLabs
878350,WOMBO COMBO GAMES INC.
878350,Mindpress
878380, MyACG Studio
878400,Real Fighting
878410,Real Fighting
878420,Libredia Entertainment
878440,Pixel Sunset Studio
878470,Tero Lunkka
878500,Anamik Majumdar
878510,Lyubomir Vasilev
878520,GameHouse
878540,4EversGames
878570,Bullid Games
878580,tinyBuild
878610,ChillFun
878620,Virtual Dor
878640,Paleno Games
878660,Flanker43
878680,Elibo Games
878710,Wolverine Studios
878750,GirlGame
878780,Ghost_RUS Games
878810,Demsum Games
878820,ImperiumGame
878910,"Lumatap, LLC"
878980,FYRE Games
879030,Brighter3D Software Development Ltd.
879060,Ducat
879090,Brewsterland Studios
879100,"TOM CREATE CO.,LTD."
879110,iwangr
879120,dev4play
879160,Stunlock Studios
879210,Riviysky
879220,Riviysky
879250,Online OciGrup SL
879270,Jesper Skjærbæk
879280,GrowFall Studios
879290,WyvernWare
879310,Klabater
879320,OtakuMaker SARL
879410,Polychroma Games
879430,Koruka
879450,Igor Krutov's games
879470,SaFiKiK
879480,Essential Games
879510,Flat Chest Dev
879520,TheWzzard
879600,Brian Guidarini
879610,GirlMod
879620,NORSKA
879650,XGen Studios
879660,Dynamoid
879670,RewindApp
879740,Your Daily Fill
879850,Heekdevelopment
879920,GalactaVision
880130,Corrosive Studios LLC
880180,Nexcore Studios
880200,Magicvalley Studio
880270,"International GeoGebra Institute, IGI"
880320,WaterMagus
880340,2ForallGames
880370,W.T.B.
880380,Out of the Park Developments
880400,BLESTWORKS
880470,Umix Studios
880490,Bawu Team
880550,W.T.B.
880560,Atriagames
880570,W.T.B.
880590,PotatoIndustries
880600,Atriagames
880610,JY Games
880620,许志修
880720,MentaLoop Games
880770,ThatGuyGilby
880780,Ghost_RUS Games
880830,Stylus Software
880840,War game studio
880850,Papaya Play
880860,Two Taters
880890,Allyi Games
880940,Rebuilt Games
880950,HIKARI FIELD
880990,Fury Games Production
881060,Bad Logic Studios
881080,Beyond Games
881110,Soiree Games
881130,LoneDev
881150,Megaton
881170,OnBlind
881190,JMJ Interactive
881230,Neobite Games
881250,FYRG
881260,VectorGoat Games
881300,Nomad Studios
881320,Warner Bros. Interactive Entertainment
881320,Feral interactive (Mac)
881490,Ninja Kiwi
881500,Mutant Entertainment Studios
881510,GamingTaylor
881520,Zebec Games
881560,Cafe Shiba
881610,Ripknot Systems
881620,TYB Publishing
881690,Laina Interactive
881730,Fury Games Production
881750,Boomfire Games
881820,BoomTownGames
881880,TeamPio Studio
881910,None
881920,DeepWorks Studios
881930,Business Tycoon
881970,EliumLab
881980,GreatherGames
882020,Milestone S.r.l.
882040,Sedoc LLC
882070, AFBIK Studio
882080,Space Maker Studio
882110,Google Inc.
882140,Wilhelmsen Studios
882200,Useless Machines
882210,Hitcents
882220,Giant Evil Robot
882230,Andy Zelonis
882260,wirYe Games
882290,The Local Group
882310,Mirain Mainklain
882330,Educational Games
882360,Firehawk Studios
882370,Firehawk Studios
882390,Erik 'The' Bell
882410,Age of Fear
882460,Softwaves Dist.
882520,VT Publishing
882530,VT Publishing
882560,SVGames
882600,Chess Parallel Esports Team
882620,Jumbl Games
882630,Leviathan
882640,N-Tri Studio
882670,Starship Studio
882700,Cameron Ray
882710,東方幕華祭制作组
882710,Starship Studio
882750,David Vecchione
882790,甲山林娛樂股份有限公司
882900,"TALESSHOP Co., Ltd."
882910,"Naviworks Co.,Ltd."
882940,SakuraGame
882960,Fan Shi
882990,Factory 64 Games
883000,VDimension
883010,Sacred Walrus
883020,Games From The Deep
883070,DYA Games
883100,Tasty Delicious Games
883130,Five Aces Publishing Ltd.
883170,Bright Phoenix Studio
883190,Uberbax Gaming
883220,Sedoc LLC
883270,Muggle
883280,Kluster Games
883300,Ugliest Horse Studio
883370,Zatara Software Ltd
883390,morojenoe's empire
883560,Gembasher Studio
883620,Dont Play These Games - Games
883630,Education These Days Ltd
883670,Revmatek
883710,"CAPCOM Co., Ltd."
883790,5th VR
883810,Games by Bill B.
883830,Pierrec
883860,BEST KIRIN GLOBAL LIMITED
883870,晴
883870,3acg
883900,Mauri Republic
883930,Munchkin's Lair
883960,AbstractGameStudio
883970,upjers
884050,tengenstudio
884160,Guillaume Thiolliere
884200,MGG Studio
884210,VT Publishing
884230,VT Publishing
884250,VT Publishing
884260,Ludic Studios
884270,Boogygames Studios
884290,DRP
884350,64k
884370,Specular Theory
884370,Sony Pictures Virtual Reality
884390,Ripknot Systems
884400,Hosted Games
884410,Hosted Games
884420,Hosted Games
884430,Hosted Games
884440,Ripknot Systems
884470,Trevor Madge
884500,Fury Games Production
884530,Fury Games Production
884550,"Visualistic Studios, LLC. "
884590,Fury Games Production
884640,Zolden Games
884660,Gaijin Distribution KFT
884770,For Kids
884800,vadimalexepta
884830,SEGA
884880,Webble Games
884880,Kwebbelkop
884900,Albireo Games
884930,Firehawk Studios
884960,BrainGoodGames
884990,blackHound Studios GbR
885000,Kluge Interactive
885030,TingThing
885090,Dreambakers
885100,Dreambakers
885110,Gamenesis
885120,Choice of Games
885140,Cheese Games
885150,"CAPCOM Co., Ltd."
885170,Night Dreams Studio
885180,Night Dreams Studio
885190,Playtouch
885220,Petcom ltd.
885240,For Kids
885290,DLsite
885310,Naarassusi Publisher
885320,Thor Gaming
885380,Marginal act
885390,Unreal Gaming
885470,University of Cambridge Engineering Department
885570,TeamNova
885590,David AE
885600,Naarassusi Publisher
885630,CasGames
885640,ebi-hime
885650,Sekai Project
885690,Suspicious Box
885730,Matthew Nuss
885780,Turnspender
885790,CapPlay
885810,DANGEN Entertainment
885950,Chesstar studios
886010,Anamik Majumdar
886020,TheElvenTale Games
886040,RewindApp
886070,Grey Alien Games
886180,Choice of Games
886200,12B3
886230,Holistic Design
886250,The Stars Group Inc. 
886270,Yeli Orog
886290,Beyond Games
886300,Ty Victorson
886310,Softwaves Dist.
886330,Jun Zhao
886350,No Moss Studios
886360,Gunnar Games
886370,Insane Dreamers
886380,Miracle Tea
886390,iQuantile
886450,Grove Street Games
886460,DecadeDecaf
886470,PepoLab
886490,sakastudio
886520,DHH Game
886580,DRUNKEN APES
886590,Hentai.US
886600,Voronoi Games
886610,Studio HK
886630,Cool and Normal Entertainment
886670,Cyclone Studios
886730,dramatic create
886780,Fury Games Production
886820,"KOEI TECMO GAMES CO., LTD."
886830,Fury Games Production
886900,Digital Tribe
886950,MediaTale
886960,Game2Gather
886970,VladCastillo
887060,Microids
887160,Ningbing Games
887170,Atomic Drop Games
887280,Agustin Eisman Moreno
887300,Jaime Paz Lopes
887340,Agelvik
887370,Inca Games
887400,Pie On A Plate Productions
887440,FireSine LLC
887510,Jason Aldred
887520,Halfbolt Studios
887530,Kagura Games
887550,Grade 9 Games
887590,John McElhaney
887630,Fury Games Production
887660,Tomas Novak
887710,CasGames
887730,Madowl Games
887740,上海信虎文化传播有限公司
887750,KZ42
887800,Ripstone
887820,TomatoFantasyGames
887820,GrabTheGames
887850,Snkl Studio
887870,LoadUpGames.com
887880,Flat Voxel
887890,Cubic Bit
887900,Curious Visions
887930,Big Fish Games
887950,Big Fish Games
887960,Big Fish Games
887970,Roman Shuvalov
888010,Inca Games
888030,GuraShop
888040,Nightdive Studios
888070,socah
888090,The Strangers
888220,"Silverware Games, Inc."
888250,GamePowerEs Team
888260,Bmc Studio
888310,GuruWorks
888380,Game Cooks
888400,NK CREATIV TEAM
888480,R.P.
888540,Red Oak Studio
888560,Velaris Studio
888570,Satur Entertainment
888610,Viny Game Studio
888620,Robbin Leung
888630,Fish Eagle
888640,Gunval Team
888670,Stellar Oasis
888690,Game for people
888710,Wholetone Games
888740,BeconGamesCorp
888750,Veritenze LLC
888760,Marco Antonio Ayala Virrueta
888790,NekoNyan Ltd.
888800,mkaatr
888810,Jānis Circenis
888900,Project_lelz
888970,Beyond Games
888990,Enigmatic Network
889030,Studio Crown Crest
889040,Flyleap Studios
889080,BaileyHausdorff Systems
889100,DLsite
889150,Ignite VR
889170,Skeptika1
889210,Triority
889220,ImproVive
889240,Clickbait Studios
889260,Studio Gauntlet
889290,Maximus Ludos Studios
889320,Aventy's team
889400,Potion Games
889450,Ghost Lord Games
889460,MGstudio
889470,Another world
889480,Tender Claws
889510,XSEED Games
889510,"Marvelous USA, Inc."
889510,Marvelous
889520,Clecota Games
889530, 
889600,"NIS America, Inc."
889720,Armoured Beans
889730,DYNAMICNEXT
889740,Eric Baskin
889760,yang1zhi
889770,UnholY CreatioN
889790,Stephen Crabb
889850,Tero Lunkka
889970,Plug In Digital
889990,SC.Wu
890070,藍茶高校 Blue Tea College
890110,Golden Epoch Media
890130,Aslan Game Studio
890180,Hentai.US
890210,Yash Future Tech Solutions Pvt Ltd
890220,Yash Future Tech Solutions Pvt Ltd
890280,Simon Says: Play!
890300,Simon Says: Play!
890310,Inca Games
890340,Pixel Purrfection
890400,Papaya Play 
890470,The Black Jester and Realm of the Mental Midget Slayer
890500,Xand arts
890570,Emir Games
890590,Niko Kivilahti
890630,Vandalia Softworks
890640,Boltok Games
890680,Beyond Games
890710,Hentai.US
890740,Not Chicken Games
890750,Kyuppin
890780,Primitive Studio
890800,FG
890820,ObjectOnIT
890880,Alex Olinkiewicz
890900,Micro Revolution LLC
890910,Bon
890920,Ekrcoaster
890930,The Crimson Nights Team
890940,Rouhana
890970,Breaking Dimensions
891050,Zirasoft
891090,Levity Game
891100,SAFING
891110,David Seifers
891120,PsychoFlux Entertainment
891130,PsychoFlux Entertainment
891150,Dagestan Technology
891180,AGM PLAYISM
891190,AGM PLAYISM
891200,AGM PLAYISM
891220,SoundAndFuryGames
891270,Wolverine Studios
891310,Volokitin Andrey
891320,Magic Horizons GmbH
891330,Binary Giants
891340,Deathbed Ltd
891350,VergeXGamer
891380,McPoyLE Games
891470,Softwaves Dist.
891510,Sekai Project
891570,SlyGames
891580,SlyGames
891590,SlyGames
891600,SlyGames
891610,SlyGames
891620,SlyGames
891640,SlyGames
891650,SlyGames
891670,SlyGames
891700,8Floor
891710,8Floor
891720,8Floor
891790,DANGEN Entertainment
891850,Master Plan Multimedia LLC
891860,DigiMight
891870,King Key Games
891890,DRUNKEN APES
891920,Atriagames
891950,Jumb-O-Fun Games Inc
891960,Space Telescope Science Institute
892020,Ghost_RUS Games
892130,Ghost_RUS Games
892170,ShapeSim
892180,Opal Games
892210,XSEED Games
892210,"Marvelous USA, Inc."
892380,Black Diskette Studio
892420,托更的修罗
892440,"Offworld Games, LLC"
892470,Patchwork Games
892490,Jether
892510,Owl Tribe Entertainment
892550,Crisp App Studio
892560,Another Circus
892630,L. Stotch
892640,ZaxtorGameS
892650,Banana Spilt
892690,Curio Productions
892760,Kagura Games
892780,Modus Interactive Games
892830,Neotro Inc.
892880,Blender Games
892900,"Guangzhou little lamb Animation Technology Co., Ltd."
892910,Star Studios
892930,Life Zero
892930,Hiberus Games
892960,Gamegrustudio
893010,Kagura Games
893020,Kagura Games
893030,AbstractArt
893040,Joystick Knights
893050,Marmalade Game Studio Ltd
893060,Pjural
893070,Mata
893070,Plug In Digital
893090,The Third Floor London Ltd
893140,Bullid Games
893150,Incendiary Entertainment Division
893170,NK CREATIV TEAM
893180,SEGA
893330,RewindApp
893350,Restful Panic ltd
893390,The 3DO Company
893390,Near Death Studios
893450,J&J Game Dev's
893460,Dieselmine
893470,Oasis Games
893480,MME
893490,Radical Piece
893510,Night Dreams Studio
893520,Titan Studio
893560,The Merchant Guild of Rund (Limited)
893570,gametornado
893590,NEBOCRY
893610,Pugware
893620,Jordan Allen
893640,Jonathan Robson
893650,VRLab Academy
893680,gaming company
893690,PenguiNet
893710,dragonGlitch Games LLC
893730,For Kids
893740,Educational Games
893790,Curtis Campion
893870,Forged Chaos LLC
893940,"Tech Titan, LLC."
893960,Kyle K.
894000,Tyler McDermott
894010,Metal Fox
894050,Tsurudeira
894070,Laush Studio
894110,Mikhail Melnikov
894120,Jeklin Games
894160,Ryan Bissonnette
894270,SIMAGINATION
894310,Joshua Keith
894330,Jonathan Moye
894340,AAAGAMES
894380,Gregg Brzozowski
894390,Kevin Yang Games
894420,Adventure Islands
